label,yaw,position.x,position.y,position.z,dimensions.x,dimensions.y,dimensions.z
Car,2.374344169,106.6,131.627,0.454,2.039,4.503,1.714
Car,0.695397127,87.354,-76.454,5.006,1.841,4.408,1.625
Other Vehicle - Uncommon,2.35749476,-2.98,-27.645,0.929,1.405,2.943,2
Construction Signs,-2.520880811,-31.226,66.802,0.328,0.908,1.08,1.227
Car,-0.809075958,-30.473,-24.491,1.063,1.94,4.302,1.637
Other Vehicle - Uncommon,2.374948053,8.964,-19.443,0.679,1.405,3.055,2
Signs,0.252357256,29.916,-17.188,1.671,1.31,0.55,2.95
Car,-0.809075958,-57.512,-53.906,1.013,1.94,4.302,1.637
Car,-0.776607173,182.401,197.639,0.493,2.077,4.48,1.531
Car,-2.354973632,-24.022,38.877,0.506,2.048,4.609,1.677
Car,0.67081468,20.917,7.334,0.399,1.884,4.162,1.523
Car,2.374344169,77.27,102.08,0.679,2.119,4.52,1.76
Car,-0.774169373,-18.094,-17.302,0.763,1.94,4.302,1.637
Car,2.374344169,114.778,140.501,0.295,2.039,4.503,1.714
Car,-0.784701777,61.753,62.483,0.282,2.039,4.669,1.833
Other Vehicle - Uncommon,2.374948053,14.177,-44.153,0.629,1.405,2.943,2
Car,-0.784701777,55.958,56.33,0.24,2.007,4.879,1.769
Other Vehicle - Uncommon,-0.696831431,0.24,-30.874,0.779,1.405,2.943,2
Other Vehicle - Uncommon,-2.389800805,2.79,-20.13,0.729,1.453,3.055,2
Pedestrian,-0.784091875,-2.974,23.835,0.689,0.77,0.933,1.862
Car,2.391797462,111.411,136.687,0.345,2.039,4.503,1.714
Car,2.328973487,-22.066,1.282,0.631,1.768,4.339,1.608
Car,-0.784701777,69.3,69.879,0.188,1.794,4.207,1.614
Construction Signs,-2.363801178,-43.362,50.13,0.345,1.067,1.168,1.22
Other Vehicle - Uncommon,2.340041468,31.725,-62.768,0.329,1.405,2.943,2
Other Vehicle - Uncommon,-0.784097893,-1.478,-29.192,0.879,1.405,2.943,2
Car,-0.784701777,77.817,78.463,0.23,1.815,3.695,1.561
Car,-0.777660246,3.254,8.926,0.729,1.893,4.097,1.701
Other Vehicle - Uncommon,0.716885264,0.228,-19.735,0.729,1.453,3.055,2
Car,-0.645075437,85.008,85.754,0.343,1.858,3.593,1.597
Car,2.374344169,134.621,159.967,0.295,2.039,4.503,1.714
Car,0.625583957,81.417,-73.993,4.712,1.841,4.408,1.625
Other Vehicle - Uncommon,2.322588175,4.978,-34.997,0.679,1.405,2.943,2
Car,0.989000836,41.46,-23.188,1.414,1.841,4.408,1.693
Car,0.793136081,-59.655,87.137,0.519,1.825,4.441,1.641
Car,2.374344169,152.975,179.175,0.295,2.039,4.503,1.714
Car,2.418061679,148.22,183.219,0.672,2.402,4.634,1.822
Construction Signs,0.80282691,-14.071,21.571,0.293,0.875,1.106,1.137
Car,2.374344169,86.425,111.36,0.461,1.853,4.24,1.603
Other Vehicle - Uncommon,2.35749476,9.323,-39.539,0.629,1.405,2.943,2
Other Vehicle - Uncommon,2.374948053,10.978,-41.146,0.629,1.405,2.943,2
Car,0.812334802,-57.241,80.508,0.459,1.756,4.441,1.521
Car,2.326786802,-64.358,-41.703,0.999,1.961,4.215,1.47
Other Vehicle - Uncommon,-0.749191308,12.979,-31.775,0.629,1.405,3.265,2
Pickup Truck,-1.542114244,4.695,-6.385,0.42,1.762,4.656,1.698
Car,-0.749795192,65.525,66.295,0.119,1.682,4.226,1.374
Car,-0.776607173,176.901,194.008,0.543,2.077,4.48,1.531
Cones,2.282202911,43.684,67.398,0.108,0.389,0.395,0.767
Cones,-2.314114693,37.137,63.866,0.211,0.353,0.516,0.785
Other Vehicle - Uncommon,2.566934271,17.683,-37.329,0.629,1.405,2.943,2
Other Vehicle - Uncommon,-0.766644601,2.052,-32.159,0.679,1.405,2.943,2
Car,0.618454802,30.894,-5.2,0.543,2.03,4.951,1.575
Motorcycle,-0.769254741,-13.823,-8.814,0.841,0.884,1.969,1.782
Other Vehicle - Construction Vehicle,-0.774935367,95.278,96.9,3.716,3.306,10.228,8.393
Construction Signs,-0.763354746,34.761,61.059,0.376,1.11,1.169,1.196
Car,-0.774169373,-8.87,-3.275,0.654,1.836,4.204,1.577
Cones,-2.314114693,39.158,65.926,0.258,0.469,0.419,0.981
Construction Signs,-2.363801178,-18.788,26.168,0.349,0.931,1.128,1.202
Construction Signs,-2.590693981,-4.988,41.134,0.381,0.883,1.08,1.152
Car,-0.767190466,-121.262,154.555,0.769,1.825,4.441,1.641
Other Vehicle - Uncommon,2.340041468,27.509,-48.529,0.329,1.405,2.943,2
Construction Signs,-2.363801178,-37.786,44.797,0.32,1.036,0.975,1.172
Car,2.468002917,-18.269,4.736,0.539,1.809,4.76,1.54
Construction Signs,-2.398707764,-27.295,63.408,0.365,0.908,1.08,1.227
Car,-0.776362307,156.172,159.028,0.201,1.983,4.2,1.402
Car,0.792746966,-81.217,104.012,0.72,1.825,4.441,1.641
Construction Signs,-2.363801178,-28.428,35.685,0.316,0.931,0.799,1.163
Cones,2.318681662,46.372,68.642,0.119,0.391,0.356,0.794
Semi-truck,-2.386502752,90.899,-103.292,8.245,3.096,7.262,3.712
Car,0.793136081,-65.969,88.528,0.459,1.756,4.441,1.521
Construction Signs,-2.363801178,-48.222,55.041,0.374,1.143,1.168,1.279
Car,-0.776607173,188.862,200.348,0.243,2.077,4.48,1.531
Construction Signs,-2.311441301,-8.969,45.069,0.375,0.883,1.08,1.113
Car,-0.784701777,81.12,81.989,0.29,1.915,4.2,1.536
Other Vehicle - Uncommon,-0.819004478,6.448,-36.646,0.679,1.405,2.943,2
Cones,-2.314114693,36.93,63.47,0.363,0.469,0.566,1.101
Car,-2.310059115,15.834,-11.601,0.372,1.841,5.174,1.541
Car,2.326786802,-39.265,-16.085,0.804,1.961,4.215,1.47
Other Vehicle - Uncommon,2.444761223,-26.207,-3.621,0.929,1.5,3.106,2
Construction Signs,-2.363801178,-33.054,40.171,0.298,0.977,0.975,1.128
Car,2.374344169,96.07,121.35,0.513,2.039,4.31,1.666
Other Vehicle - Uncommon,-0.784097893,6.5,-27.47,0.729,1.405,2.943,2
Other Vehicle - Uncommon,2.270228298,12.065,-22.568,0.679,1.405,2.943,2
Construction Signs,-0.833167916,29.709,56.336,0.404,1.06,0.939,1.201
Car,2.391797462,101.254,126.228,0.454,2.039,4.503,1.714
Other Vehicle - Uncommon,2.35749476,10.246,-20.967,0.679,1.405,2.943,2
Car,2.374344169,90.591,115.466,0.513,2.021,4.24,1.666
Other Vehicle - Uncommon,2.532027686,12.973,-27.502,0.629,1.405,2.943,2
Car,-2.28650882,-23.454,-35.891,0.974,1.881,4.18,1.593
Car,2.402329949,54.407,68.216,0.326,1.812,4.691,1.626
Car,-0.745191446,149.332,155.89,0.477,2.411,4.905,1.847
Car,2.339498495,108.175,123.048,0.576,2.195,4.524,1.686
Car,2.363932506,79.582,94.211,0.378,1.777,4.436,1.626
Car,0.238846563,26.04,14.165,0.228,1.886,4.787,1.545
Car,2.384876656,35.638,46.428,0.477,2.077,4.951,1.93
Car,2.398838992,-5.219,10.023,0.655,1.806,4.391,1.512
Car,2.349970071,99.019,114.148,0.726,2.195,4.524,1.686
Car,2.367423364,18.22,32.784,0.495,1.806,4.561,1.512
Car,2.349970071,88.826,103.266,0.676,2.195,4.524,1.626
Car,2.416292285,6.915,24.804,0.505,1.806,4.391,1.512
Pedestrian,2.439700724,22.686,51.789,0.829,0.946,1.081,1.885
Car,-0.781387361,21.885,27.148,0.343,1.934,4.229,1.555
Car,-0.776607173,149.051,155.584,0.477,2.411,4.905,1.847
Car,2.349970071,99.108,114.229,0.602,2.195,4.524,1.686
Car,0.245222737,26.044,14.038,0.28,1.815,4.816,1.558
Car,-0.781387361,21.815,27.046,0.383,1.934,4.162,1.555
Car,2.353460703,79.794,94.376,0.332,1.794,4.436,1.538
Car,2.409311924,54.362,68.233,0.376,1.812,4.691,1.626
Pedestrian,2.170032549,99.599,129.242,0.63,0.794,0.696,1.795
Car,-0.776607173,176.555,188.626,0.493,2.077,4.48,1.531
Car,2.225359141,188.228,210.026,0.267,1.997,4.48,1.531
Car,2.384876656,35.787,46.619,0.477,2.077,4.951,1.93
Car,2.349970071,108.222,122.981,0.574,2.195,4.524,1.686
Car,2.349970071,88.883,103.322,0.676,2.195,4.691,1.626
Pedestrian,2.397951493,22.701,51.794,0.838,0.956,0.985,1.995
Car,2.367423364,18.153,32.722,0.445,1.806,4.561,1.512
Car,2.380306214,20.759,31.401,0.591,1.867,4.629,1.673
Other Vehicle - Uncommon,-0.784097893,4.823,-26.158,0.729,1.405,2.943,2
Car,2.326786802,-60.458,-37.423,0.934,2.104,4.215,1.681
Car,2.380306214,26.281,36.583,0.451,1.867,4.689,1.511
Other Vehicle - Uncommon,0.804151726,-6.299,-24.519,0.929,1.453,3.055,2
Car,-0.797352559,-44.205,-44.985,0.986,2.049,4.409,1.733
Towed Object,0.809565738,-91.457,118.837,1.805,3.096,7.262,3.712
Car,0.828042681,-80.65,108.217,0.519,1.825,4.441,1.641
Car,2.374344169,82.091,107.072,0.679,1.99,4.386,1.76
Cones,2.319776953,-12.685,48.946,0.199,0.25,0.513,0.726
Other Vehicle - Uncommon,-0.661924845,16.033,-36.19,0.629,1.405,2.943,2
Car,2.398442208,-30.673,-7.523,0.759,1.849,4.723,1.561
Other Vehicle - Uncommon,2.340041468,29.245,-50.182,0.329,1.405,2.943,2
Car,-0.791622665,-1.706,-0.963,0.707,1.94,4.302,1.858
Car,2.3813857,-20.854,-5.98,0.819,1.756,4.441,1.521
Pedestrian,2.385025344,6.123,34.541,0.773,0.824,1.259,1.917
Car,-2.372426925,-6.854,26.46,0.589,2.102,4.628,1.474
Car,0.635908095,34.919,-11.359,0.811,1.924,4.164,1.663
Pickup Truck,0.618454802,40.027,-18.073,1.355,2.333,5.944,2.116
Pickup Truck,0.653361388,25.906,1.561,0.595,2.216,6.266,1.945
Other Vehicle - Uncommon,-0.801551186,25.897,-47.279,0.329,1.405,2.943,2
Car,0.583696599,49.36,-31.487,2.049,1.841,4.408,1.99
Car,0.618603184,43.23,-15.579,1.131,1.841,4.408,1.99
Car,-2.354973632,-8.704,23.317,0.6,1.937,4.143,1.642
Car,-0.776362307,114.658,116.61,0.221,1.983,4.2,1.643
Car,-2.088209521,-126.251,137.709,0.169,1.825,4.441,1.641
Car,-2.33752034,-19.084,33.955,0.658,2.17,4.835,1.836
Car,-2.33752034,-13.885,28.142,0.481,2.044,4.381,1.605
Car,2.374344169,126.755,152.526,0.295,2.039,4.503,1.714
Personal Mobility Device,0.778505468,52.509,45.769,0.173,0.539,1.065,1.225
Construction Signs,-2.363801178,-24.364,30.921,0.439,0.931,0.764,1.249
Car,0.788870501,-95.913,118.453,0.777,1.913,4.441,1.641
Car,-2.344965119,-30.659,41.423,0.29,1.913,4.441,1.623
Car,0.660490542,69.2,-58.153,3.804,1.841,4.408,1.868
Car,0.490294435,29.438,3.711,0.271,1.841,4.408,1.677
Car,0.74193924,78.772,-76.35,5.176,1.841,4.408,1.625
Car,0.618603184,58.404,-43.642,3.339,1.841,4.408,2.105
Other Vehicle - Construction Vehicle,2.283860613,45.789,69.968,1.788,2.757,7.215,4.132
Car,-0.776362307,125.363,127.323,0.321,1.983,4.2,1.643
Car,-0.776362307,164.026,166.822,0.201,1.983,4.2,1.402
Car,-0.776362307,138.981,141.251,0.221,1.983,4.2,1.643
Car,0.802300042,-68.279,99.931,-0.031,1.825,4.441,1.641
Other Vehicle - Uncommon,2.35749476,0.057,-23.036,0.929,1.405,2.943,2
Cones,2.320352623,49.373,71.445,0.118,0.266,0.307,0.792
Car,2.381333364,-13.929,9.403,0.572,1.849,4.464,1.69
Pickup Truck,2.367423281,-48.484,-31.283,1.309,2.025,5.589,2.033
Car,2.374344169,106.6,131.627,0.454,2.039,4.503,1.714
Car,0.695397127,87.067,-76.114,4.972,1.841,4.408,1.625
Other Vehicle - Uncommon,2.35749476,-2.98,-27.645,0.929,1.405,2.943,2
Construction Signs,-2.520880811,-31.226,66.802,0.328,0.908,1.08,1.227
Car,-0.80558515,-29.937,-23.977,1.053,1.94,4.302,1.637
Other Vehicle - Uncommon,2.374948053,8.964,-19.443,0.679,1.405,3.055,2
Signs,0.252357256,29.916,-17.188,1.671,1.31,0.55,2.95
Car,-0.809075958,-57.034,-53.45,1.013,1.94,4.302,1.637
Car,-0.776607173,182.401,197.639,0.493,2.077,4.48,1.531
Car,-2.354973632,-24.022,38.877,0.506,2.048,4.609,1.677
Car,0.67081468,20.917,7.334,0.399,1.884,4.162,1.523
Car,2.374344169,77.27,102.08,0.679,2.119,4.52,1.76
Car,-0.772423969,-17.97,-17.171,0.763,1.94,4.302,1.637
Car,2.374344169,114.778,140.501,0.295,2.039,4.503,1.714
Car,-0.784701777,61.753,62.483,0.282,2.039,4.669,1.833
Other Vehicle - Uncommon,2.374948053,14.177,-44.153,0.629,1.405,2.943,2
Car,-0.784701777,55.958,56.33,0.24,2.007,4.879,1.769
Other Vehicle - Uncommon,-0.696831431,0.24,-30.874,0.779,1.405,2.943,2
Other Vehicle - Uncommon,-2.389800805,2.79,-20.13,0.729,1.453,3.055,2
Pedestrian,-0.787582683,-2.846,23.96,0.697,0.77,0.933,1.862
Car,2.391797462,111.411,136.687,0.345,2.039,4.503,1.714
Car,2.328973487,-22.066,1.282,0.631,1.768,4.339,1.608
Car,-0.784701777,69.3,69.879,0.188,1.794,4.207,1.614
Construction Signs,-2.363801178,-43.362,50.13,0.345,1.067,1.168,1.22
Other Vehicle - Uncommon,2.340041468,31.725,-62.768,0.329,1.405,2.943,2
Other Vehicle - Uncommon,-0.784097893,-1.478,-29.192,0.879,1.405,2.943,2
Car,-0.784701777,77.817,78.463,0.23,1.815,3.695,1.561
Car,-0.777660246,3.804,9.483,0.729,1.893,4.097,1.701
Other Vehicle - Uncommon,0.716885264,0.228,-19.735,0.729,1.453,3.055,2
Car,-0.645075437,85.008,85.754,0.343,1.858,3.593,1.597
Car,2.374344169,134.621,159.967,0.295,2.039,4.503,1.714
Car,0.625583957,81.024,-73.46,4.69,1.841,4.408,1.625
Other Vehicle - Uncommon,2.322588175,4.978,-34.997,0.679,1.405,2.943,2
Car,0.96185127,40.981,-22.807,1.381,1.841,4.408,1.693
Car,0.793136081,-59.882,87.366,0.519,1.825,4.441,1.641
Car,2.374344169,152.975,179.175,0.295,2.039,4.503,1.714
Car,2.418061679,148.22,183.219,0.672,2.402,4.634,1.822
Construction Signs,0.80282691,-14.071,21.571,0.293,0.875,1.106,1.137
Car,2.374344169,86.425,111.36,0.461,1.853,4.24,1.603
Other Vehicle - Uncommon,2.35749476,9.323,-39.539,0.629,1.405,2.943,2
Other Vehicle - Uncommon,2.374948053,10.978,-41.146,0.629,1.405,2.943,2
Car,0.81626188,-57.755,80.969,0.459,1.756,4.441,1.521
Car,2.326786802,-64.358,-41.703,0.999,1.961,4.215,1.47
Other Vehicle - Uncommon,-0.749191308,12.979,-31.775,0.629,1.405,3.265,2
Pickup Truck,-1.566549901,4.991,-6.408,0.419,1.762,4.656,1.698
Car,-0.749795192,65.525,66.295,0.119,1.682,4.226,1.374
Car,-0.776607173,176.901,194.008,0.543,2.077,4.48,1.531
Cones,2.282202911,43.684,67.398,0.108,0.389,0.395,0.767
Cones,-2.314114693,37.137,63.866,0.211,0.353,0.516,0.785
Other Vehicle - Uncommon,2.566934271,17.683,-37.329,0.629,1.405,2.943,2
Other Vehicle - Uncommon,-0.766644601,2.052,-32.159,0.679,1.405,2.943,2
Car,0.618454802,30.894,-5.2,0.543,2.03,4.951,1.575
Motorcycle,-0.769254741,-13.406,-8.392,0.831,0.884,1.969,1.782
Other Vehicle - Construction Vehicle,-0.774935367,95.278,96.9,3.716,3.306,10.228,8.393
Construction Signs,-0.763354746,34.761,61.059,0.376,1.11,1.169,1.196
Car,-0.774169373,-8.393,-2.789,0.654,1.836,4.204,1.577
Cones,-2.314114693,39.158,65.926,0.258,0.469,0.419,0.981
Construction Signs,-2.363801178,-18.788,26.168,0.349,0.931,1.128,1.202
Construction Signs,-2.590693981,-4.988,41.134,0.381,0.883,1.08,1.152
Car,-0.767190466,-120.645,155.186,0.769,1.825,4.441,1.641
Other Vehicle - Uncommon,2.340041468,27.509,-48.529,0.329,1.405,2.943,2
Construction Signs,-2.363801178,-37.786,44.797,0.32,1.036,0.975,1.172
Car,2.468002917,-18.269,4.736,0.539,1.809,4.76,1.54
Construction Signs,-2.398707764,-27.295,63.408,0.365,0.908,1.08,1.227
Car,-0.776362307,156.172,159.028,0.201,1.983,4.2,1.402
Car,0.796627535,-81.729,104.524,0.749,1.825,4.441,1.641
Construction Signs,-2.363801178,-28.428,35.685,0.316,0.931,0.799,1.163
Cones,2.318681662,46.372,68.642,0.119,0.391,0.356,0.794
Semi-truck,-2.384386794,92.564,-105.067,8.371,3.096,7.262,3.712
Car,0.794590581,-66.179,88.739,0.459,1.756,4.441,1.521
Construction Signs,-2.363801178,-48.222,55.041,0.374,1.143,1.168,1.279
Car,-0.776607173,188.862,200.348,0.243,2.077,4.48,1.531
Construction Signs,-2.311441301,-8.969,45.069,0.375,0.883,1.08,1.113
Car,-0.784701777,81.12,81.989,0.29,1.915,4.2,1.536
Other Vehicle - Uncommon,-0.819004478,6.448,-36.646,0.679,1.405,2.943,2
Cones,-2.314114693,36.93,63.47,0.363,0.469,0.566,1.101
Car,-2.324022348,16.116,-11.882,0.377,1.841,5.174,1.541
Car,2.326786802,-39.265,-16.085,0.804,1.961,4.215,1.47
Other Vehicle - Uncommon,2.444761223,-26.207,-3.621,0.929,1.5,3.106,2
Construction Signs,-2.363801178,-33.054,40.171,0.298,0.977,0.975,1.128
Car,2.374344169,96.07,121.35,0.513,2.039,4.31,1.666
Other Vehicle - Uncommon,-0.784097893,6.5,-27.47,0.729,1.405,2.943,2
Other Vehicle - Uncommon,2.270228298,12.065,-22.568,0.679,1.405,2.943,2
Construction Signs,-0.833167916,29.709,56.336,0.404,1.06,0.939,1.201
Car,2.391797462,101.254,126.228,0.454,2.039,4.503,1.714
Other Vehicle - Uncommon,2.35749476,10.246,-20.967,0.679,1.405,2.943,2
Car,2.374344169,90.591,115.466,0.513,2.021,4.24,1.666
Other Vehicle - Uncommon,2.532027686,12.973,-27.502,0.629,1.405,2.943,2
Car,-2.28650882,-23.454,-35.891,0.974,1.881,4.18,1.593
Car,2.402329949,53.848,67.607,0.326,1.812,4.691,1.626
Car,-0.748682121,149.793,156.384,0.477,2.411,4.905,1.847
Car,2.346479845,107.754,122.625,0.584,2.195,4.524,1.686
Car,2.36044183,78.998,93.62,0.38,1.777,4.436,1.626
Car,0.238846563,26.036,14.189,0.235,1.886,4.787,1.545
Car,2.381385848,35.438,46.218,0.477,2.077,4.951,1.93
Car,2.395348184,-6.003,9.182,0.665,1.806,4.391,1.512
Car,2.349970071,98.608,113.739,0.724,2.195,4.524,1.686
Car,2.367423364,18.121,32.683,0.495,1.806,4.561,1.512
Car,2.349970071,88.396,102.843,0.676,2.195,4.524,1.626
Car,2.349970071,41.208,56.048,0.326,1.757,4.5,1.626
Car,2.419783093,6.349,24.15,0.515,1.806,4.391,1.512
Pedestrian,2.432719374,22.599,51.674,0.831,0.946,1.081,1.885
Car,-0.777896553,22.631,27.908,0.341,1.934,4.229,1.555
Car,-0.776607173,149.513,156.067,0.477,2.411,4.905,1.847
Car,2.349970071,41.541,56.384,0.326,1.757,4.5,1.626
Car,2.349970071,98.682,113.811,0.606,2.195,4.524,1.686
Car,0.245222737,26.027,14.084,0.277,1.815,4.816,1.558
Car,-0.781387361,22.533,27.77,0.381,1.934,4.162,1.555
Car,2.353460703,79.076,93.673,0.336,1.794,4.436,1.538
Car,2.409311924,54.004,67.841,0.376,1.812,4.691,1.626
Pedestrian,2.170032549,99.436,129.134,0.63,0.794,0.696,1.795
Car,-0.776607173,176.603,188.675,0.493,2.077,4.48,1.531
Car,2.230345796,187.78,209.684,0.262,1.997,4.48,1.531
Car,2.384876656,35.483,46.297,0.477,2.077,4.951,1.93
Car,2.349970071,107.795,122.562,0.58,2.195,4.524,1.686
Car,2.349970071,88.396,102.841,0.676,2.195,4.691,1.626
Car,2.367423364,18.04,32.605,0.445,1.806,4.561,1.512
Car,2.380306214,20.759,31.401,0.591,1.867,4.629,1.673
Other Vehicle - Uncommon,-0.784097893,4.823,-26.158,0.729,1.405,2.943,2
Car,2.326786802,-60.458,-37.423,0.934,2.104,4.215,1.681
Car,2.380306214,26.281,36.583,0.451,1.867,4.689,1.511
Other Vehicle - Uncommon,0.804151726,-6.299,-24.519,0.929,1.453,3.055,2
Car,-0.797352559,-44.205,-44.985,0.986,2.049,4.409,1.733
Towed Object,0.809565738,-91.647,119.017,1.849,3.096,7.262,3.712
Car,0.828042681,-80.99,108.541,0.519,1.825,4.441,1.641
Car,2.374344169,82.091,107.072,0.679,1.99,4.386,1.76
Cones,2.319776953,-12.685,48.946,0.199,0.25,0.513,0.726
Other Vehicle - Uncommon,-0.661924845,16.033,-36.19,0.629,1.405,2.943,2
Car,2.398442208,-30.673,-7.523,0.759,1.849,4.723,1.561
Other Vehicle - Uncommon,2.340041468,29.245,-50.182,0.329,1.405,2.943,2
Car,-0.791622665,-1.169,-0.433,0.705,1.94,4.302,1.858
Car,2.3813857,-21.75,-6.901,0.829,1.756,4.441,1.521
Pedestrian,2.381533795,5.973,34.387,0.765,0.824,1.259,1.917
Car,-2.372426925,-6.854,26.46,0.589,2.102,4.628,1.474
Car,0.635908095,34.919,-11.359,0.811,1.924,4.164,1.663
Pickup Truck,0.618454802,40.027,-18.073,1.355,2.333,5.944,2.116
Pickup Truck,0.653361388,25.906,1.561,0.595,2.216,6.266,1.945
Other Vehicle - Uncommon,-0.801551186,25.897,-47.279,0.329,1.405,2.943,2
Car,0.583696599,49.229,-31.283,2.038,1.841,4.408,1.99
Car,0.618603184,42.824,-15.008,1.1,1.841,4.408,1.99
Car,-2.354973632,-8.704,23.317,0.6,1.937,4.143,1.642
Car,-0.776362307,114.658,116.61,0.221,1.983,4.2,1.643
Car,-2.177415238,-125.717,137.277,0.169,1.825,4.441,1.641
Car,-2.33752034,-19.084,33.955,0.658,2.17,4.835,1.836
Car,-2.33752034,-13.885,28.142,0.481,2.044,4.381,1.605
Car,2.374344169,126.755,152.526,0.295,2.039,4.503,1.714
Personal Mobility Device,0.778505468,52.509,45.769,0.173,0.539,1.065,1.225
Construction Signs,-2.363801178,-24.364,30.921,0.439,0.931,0.764,1.249
Car,0.788870501,-96.17,118.708,0.788,1.913,4.441,1.641
Car,-2.344965119,-29.825,40.588,0.3,1.913,4.441,1.623
Car,0.656612032,69.04,-57.931,3.798,1.841,4.408,1.868
Car,0.486755973,29.332,3.927,0.269,1.841,4.408,1.677
Car,0.738060731,78.217,-75.758,5.153,1.841,4.408,1.625
Car,0.618603184,58.191,-43.347,3.317,1.841,4.408,2.105
Other Vehicle - Construction Vehicle,2.283860613,45.789,69.968,1.788,2.757,7.215,4.132
Car,-0.776362307,125.363,127.323,0.321,1.983,4.2,1.643
Car,-0.776362307,164.026,166.822,0.201,1.983,4.2,1.402
Car,-0.776362307,138.981,141.251,0.221,1.983,4.2,1.643
Car,0.805900373,-69.047,100.673,-0.031,1.825,4.441,1.641
Other Vehicle - Uncommon,2.35749476,0.057,-23.036,0.929,1.405,2.943,2
Cones,2.320352623,49.373,71.445,0.118,0.266,0.307,0.792
Car,2.381333364,-13.929,9.403,0.572,1.849,4.464,1.69
Pickup Truck,2.367423281,-49.389,-32.215,1.331,2.025,5.589,2.033
Car,2.374344169,106.6,131.627,0.454,2.039,4.503,1.714
Car,0.695397127,86.78,-75.774,4.939,1.841,4.408,1.625
Other Vehicle - Uncommon,2.35749476,-2.98,-27.645,0.929,1.405,2.943,2
Construction Signs,-2.520880811,-31.226,66.802,0.328,0.908,1.08,1.227
Car,-0.802093601,-29.401,-23.462,1.043,1.94,4.302,1.637
Other Vehicle - Uncommon,2.374948053,8.964,-19.443,0.679,1.405,3.055,2
Signs,0.252357256,29.916,-17.188,1.671,1.31,0.55,2.95
Car,-0.809075958,-55.959,-52.424,1.013,1.94,4.302,1.637
Car,-0.776607173,182.401,197.639,0.493,2.077,4.48,1.531
Car,-2.354973632,-24.022,38.877,0.506,2.048,4.609,1.677
Car,0.67081468,20.917,7.334,0.399,1.884,4.162,1.523
Car,2.374344169,77.27,102.08,0.679,2.119,4.52,1.76
Car,-0.768496254,-17.689,-16.876,0.763,1.94,4.302,1.637
Car,2.374344169,114.778,140.501,0.295,2.039,4.503,1.714
Car,-0.784701777,61.753,62.483,0.282,2.039,4.669,1.833
Other Vehicle - Uncommon,2.374948053,14.177,-44.153,0.629,1.405,2.943,2
Car,-0.784701777,55.958,56.33,0.24,2.007,4.879,1.769
Other Vehicle - Uncommon,-0.696831431,0.24,-30.874,0.779,1.405,2.943,2
Other Vehicle - Uncommon,-2.389800805,2.79,-20.13,0.729,1.453,3.055,2
Pedestrian,-0.791074232,-2.718,24.085,0.705,0.77,0.933,1.862
Car,2.391797462,111.411,136.687,0.345,2.039,4.503,1.714
Car,2.328973487,-22.066,1.282,0.631,1.768,4.339,1.608
Car,-0.784701777,69.3,69.879,0.188,1.794,4.207,1.614
Construction Signs,-2.363801178,-43.362,50.13,0.345,1.067,1.168,1.22
Other Vehicle - Uncommon,2.340041468,31.725,-62.768,0.329,1.405,2.943,2
Other Vehicle - Uncommon,-0.784097893,-1.478,-29.192,0.879,1.405,2.943,2
Car,-0.784701777,77.817,78.463,0.23,1.815,3.695,1.561
Car,-0.777660246,4.355,10.041,0.729,1.893,4.097,1.701
Other Vehicle - Uncommon,0.716885264,0.228,-19.735,0.729,1.453,3.055,2
Car,-0.645075437,85.008,85.754,0.343,1.858,3.593,1.597
Car,2.374344169,134.621,159.967,0.295,2.039,4.503,1.714
Car,0.625583957,80.663,-72.972,4.669,1.841,4.408,1.625
Other Vehicle - Uncommon,2.322588175,4.978,-34.997,0.679,1.405,2.943,2
Car,0.934701704,40.502,-22.425,1.348,1.841,4.408,1.693
Car,0.793136081,-60.392,87.88,0.519,1.825,4.441,1.641
Car,2.374344169,152.975,179.175,0.295,2.039,4.503,1.714
Car,2.418061679,148.22,183.219,0.672,2.402,4.634,1.822
Construction Signs,0.80282691,-14.071,21.571,0.293,0.875,1.106,1.137
Car,2.374344169,86.425,111.36,0.461,1.853,4.24,1.603
Other Vehicle - Uncommon,2.35749476,9.323,-39.539,0.629,1.405,2.943,2
Other Vehicle - Uncommon,2.374948053,10.978,-41.146,0.629,1.405,2.943,2
Car,0.819862211,-58.226,81.391,0.459,1.756,4.441,1.521
Car,2.326786802,-64.358,-41.703,0.999,1.961,4.215,1.47
Other Vehicle - Uncommon,-0.749191308,12.979,-31.775,0.629,1.405,3.265,2
Pickup Truck,-1.621537905,5.657,-6.478,0.417,1.762,4.656,1.698
Car,-0.749795192,65.525,66.295,0.119,1.682,4.226,1.374
